eval_name,CourseLevel,did,cid,question_type,question,label,value,value_5pt_adjusted,eval_sort_order,l_name,f_name,answer_text,Student,StudentFirst,StudentLast,OSCE Flags,eval_end_date,Yr,Block,ProcPercent,EPA_Tag,EPA_Abbrev,EPA Committee
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Confidential Areas for Improvement:

Please comment on areas where this student's performance needs to improve prior to graduation. these comments will be shared with the student but will not be included in the Dean's (MSPE) letter.<b>",,,,,Summary,Evaluation,"1. Continue to develop primary care knowledge base with application to patient assessments and expanded differential diagnosis. 

2. Continue to develop organizational skills and efficiency within the clinical encounter and prioritized problems in presentations and case write ups
","Diggory, Cedric",Diggory,Cedric,2,5/12/17,2017,3,0.2,G,General,"Ryan, Mike"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<font size=‰ÛÏ3‰Û><b>Summary Comments:<b> Please add summative, additional comments in any area beyond those provided above.  Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness.<br><br>",,,,,Summary,Evaluation,"This evaluation reflects the input of all the clinical faculty at our site. 
Cedric is an engaged learner in the ambulatory setting.  He is poised at the bedside, and demonstrates thoughtful and holistic approaches to patient care.   Cedric is open to feedback and developing his organizational skills and independent decision making capacity.  

Cedric did really well on the adult internal medicine shelf exam, scoring almost 2 SD above rotation mean. 

Clerkship Didactic Feedback

Cedric was proactive and very on top of his clerkship didactic and administrative requirements.

Med U Summary statement  - Cedric did very well with writing Med U summary statements. He was able to identify a large number of key concepts in each of the cases. He should continue to practice with a focus on being organized and concise.  

MCY F writeup- Cedric wrote a very thought provoking piece. In it he explored the impact of the new political environment as it relates to the medical care of undocumented immigrants who have severe illnesses like HIV.  Cedric spoke about the vital role and voice of physicians in health care advocacy.","Diggory, Cedric",Diggory,Cedric,2,5/12/17,2017,3,0.2,G,General,"Ryan, Mike"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Cedric demonstrated appropriate development of patient management skills with increasing independence in proposal of proactive management plans and preventive care interventions as the rotation progressed.  He incorporated important psychosocial perspective in his assessments and management plans with an holistic approach to patient care.,"Diggory, Cedric",Diggory,Cedric,2,5/12/17,2017,3,0.2,G,General,"Ryan, Mike"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Cedric demonstrated an adequate medical knowledge base for his level of training. His understanding of underlying pathophysiology and clinical applications at the bedside progressed nicely this block.   He also developed familiarity with primary care prevention guidelines through out the rotation.,"Diggory, Cedric",Diggory,Cedric,2,5/12/17,2017,3,0.2,G,General,"Ryan, Mike"
Final Director SPE - Medicine Clerkship,MCY,MEDI,MEDI 7201,Short Answer,"<b>Areas for Improvement </b>
Please comment on areas where this student's performance could be improved. These comments will be shared with the student but not included in the MSPE (Dean's) letter.",,,,,Summary,Evaluation,"Made progress in 1-week rotation in understanding flow/operation of ICU. Very good knowledge base--learning to probe/target with more specific questions depending upon patient's needs/problems. 
Read more about specific disease processes. 
Although fairly thorough in most aspects, I think what will help Colin develop further, as he progresses in his career, is to become quicker in his history taking and physical examination. It is a challenge that everyone encounters, when taking that next step in their career, however developing it early, while in school will make the transition smoother from a student to an intern. A practical step that could be implemented would be to try to commit to memory as much of the history and physical, rather than writing everything down. Overall, I think Colin is well on his way to become a fabulous doctor. ","Creevey, Colin",Colin,Creevey,1,12/22/17,2017,8,,G,General,"Ryan, Mike"
Final Director SPE - Medicine Clerkship,MCY,MEDI,MEDI 7201,Multiple Choice,<b>History taking skills</b><br>,5<bR>,5,5,,Summary,Evaluation,,"Creevey, Colin",Colin,Creevey,1,12/22/17,2017,8,,1,History and Physical,"Ryan, Mike"
Final Director SPE - Medicine Clerkship,MCY,MEDI,MEDI 7201,Multiple Choice,<b>Clinical reasoning skills</b><br>,4<bR><br>,4,4,,Summary,Evaluation,,"Creevey, Colin",Colin,Creevey,1,12/22/17,2017,8,,1,History and Physical,"Ryan, Mike"
Final Director SPE - Medicine Clerkship,MCY,MEDI,MEDI 7201,Multiple Choice,Professionalism<br>,4<bR><br>,4,4,,Summary,Evaluation,,"Creevey, Colin",Colin,Creevey,1,12/22/17,2017,8,,T,Trustworthiness,"Ryan, Mike"
Final Director SPE - Medicine Clerkship,MCY,MEDI,MEDI 7201,Short Answer,Comments from house staff and attendings,,,,,Summary,Evaluation,see above comments,"Creevey, Colin",Colin,Creevey,1,12/22/17,2017,8,,G,General,"Ryan, Mike"
Final Director SPE - Medicine Clerkship,MCY,MEDI,MEDI 7201,Multiple Choice,<b>Write ups</b>,3<bR><br>,3,3,,Summary,Evaluation,,"Delacour, Fleur",Fleur,Delacour,,12/22/17,2017,8,,5,Patient record,"Brown, David"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"This is a real strength of Draco's, he demonstrates superb communications skills. He is warm, kind, and able to generate trust from patients.","Malfoy, Draco",Draco,Malfoy,2,5/12/17,2017,3,0.6,G,General,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"He is extremely thoughtful, and generates good diagnostic and therapeutic plans.","Malfoy, Draco",Draco,Malfoy,2,5/12/17,2017,3,0.6,G,General,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Draco elicited excellent histories. He is thoughtful and thorough at the bedside.,"Malfoy, Draco",Draco,Malfoy,2,5/12/17,2017,3,0.6,G,General,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<font size=""3""><b>Confidential Areas for Improvement:<b><br><br></font>Please comment on areas where this student's performance needs to improve prior to graduation.  these comments will be shared with the student but will not be included in the Dean's (MSPE) letter.<br><br>",,,,,Summary,Evaluation,,"Malfoy, Draco",Draco,Malfoy,2,5/12/17,2017,3,0.6,G,General,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<font size=‰ÛÏ3‰Û><b>Summary Comments:<b> Please add summative, additional comments in any area beyond those provided above.  Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness.<br><br>",,,,,Summary,Evaluation,"Draco is a warm, outgoing young man who is clearly enthusiastic about the practice of medicine. He seems to enjoy every aspect of the process: talking to patients, examining patients, discussing their management. He relates extremely well to patients as well as health care professionals. He was a delight to work with. He will become an excellent physician. 

Clerkship didactic feedback

Draco was proactive and very on top of his clerkship didactic and administrative requirements.

Med U summary statements- Draco did a nice job with the case summary statements, he was able to pick up most of the key concepts in the cases. Draco should keep practicing and polishing these statements so they get shorter and easier for readers/listeners to process quickly. 

MCY F writeup- Draco submitted a thoughtful and comprehensive review, and  highlighted the health impact of access to care, family support, and transportation  for an elderly patient. ","Malfoy, Draco",Draco,Malfoy,2,5/12/17,2017,3,0.6,G,General,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Confidential Areas for Improvement:

Please comment on areas where this student's performance needs to improve prior to graduation. these comments will be shared with the student but will not be included in the Dean's (MSPE) letter.<b>",,,,,Summary,Evaluation,I have no doubt that his clinical skills will progress with more experience. Draco is sincere about learning and has tremendous potentials.,"Malfoy, Draco",Draco,Malfoy,2,5/12/17,2017,3,0.6,G,General,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Draco is eager to learn. He is a hard worker.,"Malfoy, Draco",Draco,Malfoy,2,5/12/17,2017,3,0.6,G,General,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Draco performed detailed and reliable physical examinations.,"Malfoy, Draco",Draco,Malfoy,2,5/12/17,2017,3,0.6,G,General,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Multiple Choice,<b>Physical Exam Skills<br><br>,Advanced MCY Learner<br><br>,3,3,,Summary,Evaluation,,"Malfoy, Draco",Draco,Malfoy,2,5/12/17,2017,3,0.6,1,History and Physical,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Multiple Choice,<b>Clinical Reasoning-Differential Generation<br><br>,Advanced MCY Learner<br><br>,3,3,,Summary,Evaluation,,"Malfoy, Draco",Draco,Malfoy,2,5/12/17,2017,3,0.6,1,History and Physical,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Draco is outgoing, enthusiastic, warm and caring. He is professional and a team player. He demonstrates respectfulness towards patients and colleagues.","Malfoy, Draco",Draco,Malfoy,2,5/12/17,2017,3,0.6,G,General,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Draco demonstrates excellent fund of knowledge; he is very eager to learn.,"Malfoy, Draco",Draco,Malfoy,2,5/12/17,2017,3,0.6,G,General,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Draco delivers excellent and well-organized presentations.,"Malfoy, Draco",Draco,Malfoy,2,5/12/17,2017,3,0.6,G,General,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Multiple Choice,<b>Presentation skills</b>,PGY1 Ready<br><br>,4,4,,Summary,Evaluation,,"Malfoy, Draco",Draco,Malfoy,2,5/12/17,2017,3,0.6,6,Oral Presentation,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,Draco is able to generate a sophisticated differential diagnoses list,"Malfoy, Draco",Draco,Malfoy,2,5/12/17,2017,3,0.6,G,General,"Cocks, Patrick"
